id;numero;nombre_institucion;depto;dist;cod1;cod2;distrito;departamento;localidad;superficie_texto;superficie;anho
3904;3904;ESC. BAS. Nº 822 LUIS FUSTAGNO Y COLEGIO NACIONAL;11;2;29;1;CAPIATA;CENTRAL;TOLEDO CAÑADA;2.502 M2;2502;2014
3905;3905;ESC. BAS. Nº 2857 CLUB DE LEONES DE CAPIATA;11;2;30;1;CAPIATA;CENTRAL;MUNICIPIO - NARANJATY;2.408.45M2;240845;2014
3906;3906;ESC. BAS. Nº 2852 INMACULADA CONCEPCION DE MARIA Y COLEGIO NACIONAL;11;2;31;1;CAPIATA;CENTRAL;MUNICIPIO - ROJAS CAÑADA;8848.5M2;88485;2014
3907;3907;ESC. BAS. Nº 81 MARIA AUXILIADORA;11;2;32;1;CAPIATA;CENTRAL;YBYRARO;3785.5112M2;37855112;2014
3908;3908;ESC. BAS. Nº 6254 SAN JUAN BAUTISTA;11;2;33;1;CAPIATA;CENTRAL;MUNICIPIO;444M2;444;2014
3909;3909;ESC. BAS. Nº 6254 SAN JUAN BAUTISTA;11;2;33;2;CAPIATA;CENTRAL;MUNICIPIO;452M3;452;2014
3910;3910;ESC. BAS. Nº 3699 SAN AGUSTIN Y COLEGIO NACIONAL;11;2;34;1;CAPIATA;CENTRAL;VILLA CONAVI;3000M2;3000;2014
3911;3911;ESC. BAS. Nº 2856 Y COLEGIO  NACIONAL SAN ROQUE;11;2;35;1;CAPIATA;CENTRAL;BARRIO RETIRO CÑIA 6TA;2958,7500M2;2958;2014
3912;3912;COLEGIO NACIONAL CARMEN DE PEÑA;11;2;36;1;CAPIATA;CENTRAL;POSTA YBYCUA;5174M2;5174;2014
3913;3913;COLEGIO NACIONAL CARMEN DE PEÑA;11;2;36;2;CAPIATA;CENTRAL;POSTA YBYCUA;4828,77M2;4828;2014
3914;3914;ESC. BAS. Nº 6940 VIRGEN DE LAS MERCEDES;11;2;37;1;CAPIATA;CENTRAL;CAÑADITA;500M2;500;2014
3915;3915;ESC. BAS. Nº 15464 SAN JUAN BOSCO;11;2;38;1;CAPIATA;CENTRAL;MUNICIPIO;3058,64M2;3058;2014
3916;3916;ESC. BAS. Nº 2853 SAN MIGUEL;11;2;39;1;CAPIATA;CENTRAL;COSTA SALINARES;2158,25M2;2158;2014
3917;3917;ESC. BAS. Nº 7182 PROF. VERONICA IRRAZABAL;11;2;40;1;CAPIATA;CENTRAL;LAURELTY;720M2;720;2014
3918;3918;ESC. BAS. Nº 3924 VIRGEN DE LA CANDELARIA;11;2;41;1;CAPIATA;CENTRAL;YATAITY;3208,80M2;3208;2014
3919;3919;ESC. BAS. Nº 5969 COMUNITARIA;11;2;42;1;CAPIATA;CENTRAL;YBYRARO;2514,02M2;2514;2014
3920;3920;ESC. BAS. Nº 15385 LA PALOMA;11;2;43;1;CAPIATA;CENTRAL;TOLEDO CAÑADA;2779,50M2;2779;2014
3921;3921;ESC. BAS. Nº 576 Y COLEGIO NACIONAL GREGORIA DE SALDIVAR;11;3;1;1;FERNANDO DE LA MORA;CENTRAL;FERNANDO DE LA MORA;520 M2;520;2014
3922;3922;ESC. BAS. Nº 576 Y COLEGIO NACIONAL GREGORIA DE SALDIVAR;11;3;1;2;FERNANDO DE LA MORA;CENTRAL;FERNANDO DE LA MORA;539,82 M2;539;2014
3923;3923;ESC. BAS. Nº 133 R.I. 3 CORRALES;11;3;2;1;FERNANDO DE LA MORA;CENTRAL;FERNANDO DE LA MORA;4018,56 M2;4018;2014
3924;3924;COLEGIO NACIONAL  E.M.D. FERNANDO DE LA MORA;11;3;3;1;FERNANDO DE LA MORA;CENTRAL;FERNANDO DE LA MORA;5864 M2;5864;2014
3925;3925;ESC. BAS. Nº 144 Y COLEGIO NACIONAL COMANDANTE LEO NOWAK;11;3;4;1;FERNANDO DE LA MORA;CENTRAL;FERNANDO DE LA MORA;5123 M2;5123;2014
3926;3926;I.N.P.R.O.;11;3;5;1;FERNANDO DE LA MORA;CENTRAL;FERNANDO DE LA MORA;18500,1812 M2;18500;2014
3927;3927;ESC. BAS. Nº 24 REPUBLICA DOMINICANA Y COLEGIO NACIONAL REPUBLICA DOMINICANA;11;3;6;1;FERNANDO DE LA MORA;CENTRAL;FERNANDO DE LA MORA;800M2;800;2014
3928;3928;ESC. BAS. Nº 959 M.IBARRA Y COLEGIO NACIONAL Y  ALFAB.;11;3;7;1;FERNANDO DE LA MORA;CENTRAL;FERNANDO DE LA MORA (TRES BOCAS);9191,8735 M2;9191;2014
3929;3929;ESC. BAS. Nº 388 GRAL. BERNARDINO CABALLERO Y COLEGIO NACIONAL;11;3;8;1;FERNANDO DE LA MORA;CENTRAL;MUNICIPIO;5505,743;5505743;2014
3930;3930;ESC. BAS. Nº 3652 SAN JOSE OBRERO Y COLEGIO NACIONAL;11;3;9;1;FERNANDO DE LA MORA;CENTRAL;BARCEQUILLO;1.012,5M2;1012;2014
3931;3931;ESC. BAS. Nº 662 REPSA  I;11;3;10;1;FERNANDO DE LA MORA;CENTRAL;FNDO.DE LA MORA;4957 M2;4957;2014
3932;3932;ESC. BAS. Nº 703 REPSA II;11;3;11;1;FERNANDO DE LA MORA;CENTRAL;FNDO.DE LA MORA;3948 M2;3948;2014
3933;3933;"ESC. BAS. Nº 353 ""PITIANTUTA""";11;3;12;1;FERNANDO DE LA MORA;CENTRAL;FERNANDO DE LA MORA;6.218 M2;6218;2014
3934;3934;ESC. BAS. Nº 515 DEFENSORES DEL CHACO;11;3;13;1;FERNANDO DE LA MORA;CENTRAL;MUNICIPIO;2366.7M2;23667;2014
3935;3935;ESC. BAS. Nº 824 Y COLEGIO NACIONAL REVERENDO PADRE LUCIANO CESTAC;11;3;14;1;FERNANDO DE LA MORA;CENTRAL;BARRIO SAN JOSE ZONA SUR;1676,69M2;1676;2014
3936;3936;ESC. BAS. Nº 261 DEFENSORES DEL CHACO;11;4;1;1;GUARAMBARE;CENTRAL;GUARAMBARE;1312,423 M2;1312423;2014
3937;3937;ESC. BAS. Nº 4661 BASILIO MANCUELLO RIVEROS;11;4;2;1;GUARAMBARE;CENTRAL;RINCON;1.500M2;1500;2014
3938;3938;ESC. BAS. Nº 3519 ALFEO ZANOTTI;11;4;3;1;GUARAMBARE;CENTRAL;TYPYCHATY;2550.6583M2;25506583;2014
3939;3939;ESC. BAS. Nº 91 MEDALLA MILAGROSA;11;4;4;1;GUARAMBARE;CENTRAL;MUNICIPIO;16531.0525M2;165310525;2014
3940;3940;ESC. BAS. Nº 6237 TESA PEARA;11;4;5;1;GUARAMBARE;CENTRAL;COL.TESA PEARA;4217,0515M2;4217;2014
3941;3941;ESC. BAS. Nº 982 SAN ISIDRO;11;5;1;1;ITA;CENTRAL;CALLE YBATE;8756,8086 M2;8756;2014
3942;3942;ESC. BAS. Nº 3438 VIRGEN DE FATIMA;11;5;2;1;ITA;CENTRAL;ITA BARRIO FATIMA;720 M2;720;2014
3943;3943;ESC. BAS. Nº 334 NIÑOS DE ACOSTA ÑU Y COLEGIO NACIONAL;11;5;3;1;ITA;CENTRAL;POSTA GAONA KM 31;3864,5140 M2;3864514;2014
3944;3944;ESC. BAS. Nº 3522 LA ESPERANZA;11;5;4;1;ITA;CENTRAL;ITA;1020,76M2;1020;2014
3945;3945;ESC. BAS. Nº 245 PROF. AURELIA TORRES y COLEGIO NACIONAL POTRERO POI;11;5;5;1;ITA;CENTRAL;POTRERO POI;5386,5631 M2;5386;2014
3946;3946;ESC. BAS. Nº 706 DON ANTONIO J. DELVALLE;11;5;6;1;ITA;CENTRAL;ITA;8700 M2;8700;2014
3947;3947;ESC. BAS. Nº 1018 SAN BLAS;11;5;7;1;ITA;CENTRAL;AVEIRO;1165,0727 M2;1165;2014
3948;3948;ESC. BAS. Nº 89 REPUBLICA DE COSTA RICA;11;5;8;1;ITA;CENTRAL;ITA;276 M2;276;2014
3949;3949;ESC. BAS. Nº 89 REPUBLICA DE COSTA RICA;11;5;8;2;ITA;CENTRAL;MUNICIPIO;68.6M2;686;2014
3950;3950;ESC. BAS. Nº 3454 SANTA LIBRADA;11;5;9;1;ITA;CENTRAL;CARAGUATAITY;5400 M2;5400;2014
3951;3951;ESC. BAS. Nº 3691 PANCHITO LOPEZ;11;5;10;1;ITA;CENTRAL;TAPE TUYA;9222,7950 M2;9222795;2014
3952;3952;ESC. BAS. Nº 402 PROF.PORFIRIO CHAMORRO Y COLEGIO NACIONAL FUKASHI MAEHARA;11;5;11;1;ITA;CENTRAL;LAS PIEDRAS;3.420,0834M2;3420;2014
3953;3953;ESC. BAS. Nº 2404 LUCIANO GOMEZ;11;5;12;1;ITA;CENTRAL;OCULTO CENTRO;2.576,7893M2;2576;2014
3954;3954;ESC. BAS. Nº 980 PROF. JUSTO GERMAN FRANCO;11;5;14;1;ITA;CENTRAL;CAAGUAZU;1.426,2315M2;1426;2014
3955;3955;"ESC. BAS. Nº 5624 ""DIVINO JESUS""";11;5;15;1;ITA;CENTRAL;ITA;3406 M2;3406;2014
3956;3956;"ESC. BAS. Nº 5624 ""DIVINO JESUS""";11;5;15;2;ITA;CENTRAL;ITA;3.492,50 M2;3492;2014
3957;3957;ESC. BAS. Nº 799 Y LICEO NACIONAL  YJHOVY;11;5;16;1;ITA;CENTRAL;YJHOVY;8071,21M2;8071;2014
3958;3958;ESC. BAS. Nº 3923 ANIBAL DOLDAN GAONA;11;5;17;1;ITA;CENTRAL;LUGAR DENOMINADO YCUA NARANJA.;2194,5 M2.;2194;2014
3959;3959;ESC. BAS. Nº 3619 PORFIRIO FERNANDEZ;11;5;18;1;ITA;CENTRAL;CURUPICAYTY;2837, 5434 M2;2837;2014
3960;3960;ESC. BAS. Nº 2403 SAN JUAN BAUTISTA Y COLEGIO NACIONAL SAN JUAN BAUTISTA;11;5;19;1;ITA;CENTRAL;PEGUAJHO;2497, 5391 M2;2497;2014
3961;3961;ESC. BAS. Nº 881 Y COLEGIO NACIONAL SOLDADOS DEL CHACO;11;5;20;1;ITA;CENTRAL;JHUGUA ñARO;4.996 M2;4996;2014
3962;3962;ESC. BAS. Nº 882 DON CORNELIO GAONA;11;5;21;1;ITA;CENTRAL;ITA COCUé;1.675 M2;1675;2014
3963;3963;ESC. BAS. Nº 2402 NUESTRA SEÑORA DEL PERPETUO SOCORRO Y COLEGIO NACIONAL;11;5;22;1;ITA;CENTRAL;YAGUARON CALLE;7000M2;7000;2014
3964;3964;ESC. BAS. Nº 6091 REPUBLICA  DE ITALIA;11;5;23;1;ITA;CENTRAL;CURUPICAYTY;1618.5M2;16185;2014
3965;3965;ESC. BAS. Nº 7288 KUARAJHU RESE;11;5;24;1;ITA;CENTRAL;COMPAÑÍA AVEIRO;5571M2;5571;2014
3966;3966;ESC. BAS. Nº 1020 YVYRATY;11;6;1;1;ITAUGUA;CENTRAL;POTRERO YBYRATY;3802,8 M2;3802;2014
3967;3967;ESC. BAS. Nº 2132 DON SALVADOR GUANES Y C.E.JOV.Y ADUL.Nº 11.267;11;6;2;1;ITAUGUA;CENTRAL;MBOIY;9600 M2;9600;2014
3968;3968;ESC. BAS. Nº 606;11;6;3;1;ITAUGUA;CENTRAL;MBOIY;2900 M2;2900;2014
3969;3969;COLEGIO NACIONAL PEDRO P. PEÑA;11;6;4;1;ITAUGUA;CENTRAL;ITAUGUA;569,7852 M2;569;2014
3970;3970;ESC. BAS. Nº 249;11;6;5;1;ITAUGUA;CENTRAL;ITAUGUA GUAZU;2710.9577M2;27109577;2014
3971;3971;"ESC. BAS. Nº 2959 ""MBOKAJATY SUR""";11;6;6;1;ITAUGUA;CENTRAL;MBOCAYATY DEL SUR;3745 M2;3745;2014
3972;3972;ESC. BAS. Nº 2130;11;6;7;1;ITAUGUA;CENTRAL;POTRERO;10150 M2;10150;2014
3973;3973;ESC. BAS. Nº 2958;11;6;8;1;ITAUGUA;CENTRAL;BARRIO NTRA.SRA. DE GUADALUPE KM 29;5873,93 M2;5873;2014
3974;3974;ESC. BAS. Nº 408 AMADO BITTAR Y COLEGIO NACIONAL;11;6;9;1;ITAUGUA;CENTRAL;ITAUGUA;2578,125 M2;2578125;2014
3975;3975;ESC. BAS. Nº 2329 PROF. MERCEDES BENITEZ DE PENAYO;11;6;10;1;ITAUGUA;CENTRAL;ALDAMA CAÑADA;1188 M2;1188;2014
3976;3976;ESC. BAS. Nº 707 Y COLEGIO NACIONAL EMD;11;6;11;1;ITAUGUA;CENTRAL;ITAUGUA;9083,0052 M2;9083;2014
3977;3977;ESC. BAS. Nº 1024 LAURENA VEGA;11;6;12;1;ITAUGUA;CENTRAL;ALDANA CAÑADA;2500 M2;2500;2014
3978;3978;ESC. BAS. Nº 1022;11;6;13;1;ITAUGUA;CENTRAL;VALLE CARE;4274,2 M2;4274;2014
3979;3979;ESC. BAS. Nº 1359;11;6;14;1;ITAUGUA;CENTRAL;PATIÑO;2205 M2;2205;2014
3980;3980;ESC. BAS. Nº 1023;11;6;15;1;ITAUGUA;CENTRAL;GUAYAIBITY;1374 M2;1374;2014
3981;3981;ESC. BAS. Nº 246 MTRA. MA. LEYES DE CHAVEZ Y COLEGIO NACIONAL VIRGEN DEL ROSARIO;11;6;16;1;ITAUGUA;CENTRAL;MUNICIPIO;16.961,92M2;16961;2014
3982;3982;ESC. BAS. Nº 1019;11;6;17;1;ITAUGUA;CENTRAL;POTRERO GUAZU;2.099,8076M2;2099;2014
3983;3983;COLEGIO NAC. PEDRO P. PEÑA;11;6;18;1;ITAUGUA;CENTRAL;MUNICIPIO;;0;2014
3984;3984;ESC. BAS. Nº 2957 YUQUYRYMI;11;6;19;1;ITAUGUA;CENTRAL;ÑU POI;2.400M2;2400;2014
3985;3985;ESC. BAS. Nº 4819 DEFENSORES DEL CHACO Y COLEGIO NACIONAL;11;6;21;1;ITAUGUA;CENTRAL;CñIA.POTRERO;735 M2;735;2014
3986;3986;ESC. BAS. Nº 4273 REPUBLICA DE MEXICO;11;6;22;1;ITAUGUA;CENTRAL;ITAUGUA;1747,24 M2;1747;2014
3987;3987;ESC. BAS. Nº 2129 VIRGEN MEDALLA MILAGROSA;11;6;23;1;ITAUGUA;CENTRAL;ITAUGUA;2496 M2;2496;2014
3988;3988;ESC. BAS. Nº 3723 SAN CAYETANO y COLEGIO NACIONAL;11;6;24;1;ITAUGUA;CENTRAL;ITAUGUA;21.659,9693M2;21659;2014
3989;3989;ESC. BAS. Nº 3693 TEJEDORAS DE ÑANDUTI;11;6;25;1;ITAUGUA;CENTRAL;ITAUGUA;10.014,180M2;10014;2014
3990;3990;ESC. BAS. Nº 4820 SAGRADA FAMILIA;11;6;26;1;ITAUGUA;CENTRAL;MBOI Y;1.794 M2;1794;2014
3991;3991;ESC. BAS. Nº 7238 SAN BLAS;11;6;27;1;ITAUGUA;CENTRAL;GUAZU VIRA;1800M2;1800;2014
3992;3992;COLEGIO NACIONAL SAN ANTONIO;11;6;28;1;ITAUGUA;CENTRAL;MBOIY;2630,82M2;2630;2014
3993;3993;ESC. BAS. Nº 3283 JARDIN DE ITAUGUA;11;6;29;1;ITAUGUA;CENTRAL;CAÑADITA;3056.10M2;305610;2014
3994;3994;ESC. BAS. Nº 6393 YRYNDEY;11;6;30;1;ITAUGUA;CENTRAL;MUNICIPIO;1283,5932M2;1283;2014
3995;3995;ESC. BAS. Nº 7392 UNION GUARANI;11;6;31;1;ITAUGUA;CENTRAL;BARRIO MBOCAYATY SUR;720M2;720;2014
3996;3996;LICEO NACIONAL HEROES DEL CHACO;11;6;32;1;ITAUGUA;CENTRAL;COMPAÑÍA YVYRATY;751,89M2;751;2014
3997;3997;ESC. BAS. Nº 5908 INMACULADA CONCEPCION;11;7;1;1;J. AUGUSTO SALDIVAR;CENTRAL;MUNICIPIO;2639,78 M2;2639;2014
3998;3998;ESC. BAS. Nº 848 SAN RAFAEL Y COLEGIO NACIONAL;11;7;2;1;J. AUGUSTO SALDIVAR;CENTRAL;POSTA LEIVA;2660,7973 M2;2660;2014
3999;3999;ESC. BAS. Nº 1994 DR. RAUL PEÑA Y COLEGIO NACIONAL DR. RAUL PEÑA;11;7;3;1;J. AUGUSTO SALDIVAR;CENTRAL;ROJAS CAÑADAS;1783,0004 M2;1783;2014
4000;4000;COLEGIO NACIONAL TOLEDO CAÑADA;11;7;4;1;J. AUGUSTO SALDIVAR;CENTRAL;J.AUGUSTO SALDIVAR;3195 M2;3195;2014
4001;4001;ESC. BAS. Nº 3452;11;7;5;1;J. AUGUSTO SALDIVAR;CENTRAL;MUNICIPIO;1.112,26M2;1112;2014
4002;4002;ESC. BAS. Nº 883;11;7;6;1;J. AUGUSTO SALDIVAR;CENTRAL;MUNICIPIO;1.542M2;1542;2014
4003;4003;ESC. BAS. Nº 2400 MONSEÑOR JUAN SINFORIANO BOGARIN;11;7;7;1;J. AUGUSTO SALDIVAR;CENTRAL;MUNICIPIO;1998M2;1998;2014
4004;4004;ESC. BAS. Nº 4658 SAN ROQUE;11;7;8;1;J. AUGUSTO SALDIVAR;CENTRAL;ROJAS CANADA;3600M2;3600;2014
4005;4005;ESC. BAS. Nº 883 CNEL. FELIPE TOLEDO;11;7;9;1;J. AUGUSTO SALDIVAR;CENTRAL;TOLEDO CAÑADA;1542M2;1542;2014
4006;4006;ESC. BAS. Nº 2785 Y COLEGIO NACIONAL HEROES DEL CHACO;11;7;10;1;J. AUGUSTO SALDIVAR;CENTRAL;POSTA LEIVA;5307M2;5307;2014
4007;4007;ESC. BAS. Nº 7295 SAN JOSE OBRERO;11;7;11;1;J. AUGUSTO SALDIVAR;CENTRAL;TOLEDO CAÑADA;2232,31M2;2232;2014
4008;4008;ESC. BAS. Nº 6546 SAN ANTONIO;11;7;12;1;J. AUGUSTO SALDIVAR;CENTRAL;TOLEDO CAÑADA;2056,40M2;2056;2014
4009;4009;ESC. BAS. Nº 5970 J. AUGUSTO SALDIVAR;11;7;13;1;J. AUGUSTO SALDIVAR;CENTRAL;CÑIA. YBYRARO;2253,65M2;2253;2014
4010;4010;SUPERVISION ADMINISTRATIVA Y PEDAGOGICA REGION 5 CENTRAL;11;7;14;1;J. AUGUSTO SALDIVAR;CENTRAL;POSTA LEIVA;360M2;360;2014
4011;4011;ESC. BAS. Nº 809 CNEL.PABLO ROJAS;11;8;1;1;LAMBARE;CENTRAL;BARRIO SAN MIGUEL;1960 M2;1960;2014
4012;4012;ESC. BAS. Nº 612 CERRO CORA Y COLEGIO NACIONAL;11;8;2;1;LAMBARE;CENTRAL;MUNICIPIO;5.952,5626M2;5952;2014
4013;4013;ESC. BAS. Nº 805 DR. FACUNDO INSFRAN;11;8;3;1;LAMBARE;CENTRAL;YSATY;3207,76 M2;3207;2014
4014;4014;ESC. BAS. Nº 804 RCA. DEL SALVADOR;11;8;4;1;LAMBARE;CENTRAL;PUERTO PABLA;5178 M2;5178;2014
4015;4015;ESC. BAS. Nº 806 INS. MAYOR EUSEBIO FLORENTIN;11;8;5;1;LAMBARE;CENTRAL;LAMBARE;5316,6227 M2;5316;2014
4016;4016;ESC. BAS. Nº 20 RCA.ECUADOR Y SUP.ZONA F;11;8;6;1;LAMBARE;CENTRAL;LAMBARE;10000 M2;10000;2014
4017;4017;ESC. BAS. Nº 807 Y LICEO NACIONAL MANUEL GONZALEZ;11;8;7;1;LAMBARE;CENTRAL;MBACHIO;3600 M2;3600;2014
4018;4018;ESC. BAS. Nº 2063 Y LICEO NACIONAL VALLE APUA;11;8;8;1;LAMBARE;CENTRAL;VALLE APUA;3076,4610 M2;3076461;2014
4019;4019;ESC. BAS. Nº 677 PROCERES DE MAYO;11;8;9;1;LAMBARE;CENTRAL;BARRIO SAN RAFAEL;5800 M2;5800;2014
4020;4020;ESC. BAS. Nº 210 REPUBLICA DE HUNGRIA;11;8;10;1;LAMBARE;CENTRAL;LAMBARE;1755 M2;1755;2014
4021;4021;ESC. BAS. Nº 210 REP. DE HUNGRIA;11;8;10;2;LAMBARE;CENTRAL;YUQUYTY;1.000M2;1000;2014
4022;4022;ESC. BAS. Nº 617 VIRGEN STELLA MARIS COLEGIO NACIONAL VIRGEN STELLA MARIS;11;8;11;1;LAMBARE;CENTRAL;ITA ENRRAMADA;6510 M2;6510;2014
4023;4023;ESC. BAS. Nº 221 CHACO PARAGUAYO Y COLEGIO NACIONAL;11;8;13;1;LAMBARE;CENTRAL;MUNICIPIO;707,88M2;707;2014
4024;4024;ESC. BAS. Nº 221 CHACO PARAGUAYO Y COLEGIO NACIONAL;11;8;13;2;LAMBARE;CENTRAL;BO. SANTO DOMINGO (YSATY);835.50M2;83550;2014
4025;4025;COLEGIO NACIONAL DE LAMBARE;11;8;14;1;LAMBARE;CENTRAL;;6300 M2.;6300;2014
4026;4026;ESC. BAS. Nº 5564 8 DE DICIEMBRE;11;8;15;1;LAMBARE;CENTRAL;Bº 8 DE DICIMBRE;707,8M2;707;2014
4027;4027;ESC. BAS Nº 808 DR. BERNARDO OCAMPOS.;11;8;16;1;LAMBARE;CENTRAL;BARRIO SANTA ROSA;8164,2150 M2;8164215;2014
4028;4028;ESC. BAS. Nº 1029 MARIA ACHUCARRO Y COLEGIO NACIONAL SAN ISIDRO LABRADOR;11;8;17;1;LAMBARE;CENTRAL;MUNICIPIO;2745.3125M2;27453125;2014
4029;4029;ESC. BAS. Nº 471 SANTA LUCIA Y COLEGIO NACIONAL;11;8;18;1;LAMBARE;CENTRAL;MUNICIPIO;7016M2;7016;2014
4030;4030;ESC. BAS. Nº 551 EVE LUISA TALAVERA RICHERT;11;8;19;1;LAMBARE;CENTRAL;MUNICIPIO;4877M2;4877;2014
4031;4031;ESC. BAS. Nº 679;11;8;20;1;LAMBARE;CENTRAL;BARRIO SAN ISIDRO;5427,3950M2;5427395;2014
4032;4032;ESC. BAS. Nº 229 JUAN PEDRO ESCALADA;11;8;21;1;LAMBARE;CENTRAL;BARRIO PALOMAR;4619,7063M2;4619;2014
4033;4033;ESC. BAS. Nº 14472 OSCAR DANIEL SANTACRUZ CANTERO;11;8;22;1;LAMBARE;CENTRAL;BARRIO VALLE APUA;2400,0886M2;2400;2014
4034;4034;ESC. BAS. Nº 3681 MONTAÑA ALTA;11;9;1;1;LIMPIO;CENTRAL;MONTAÑA ALTA;638,6125 M2;638;2014
4035;4035;ESC. BAS. Nº 3681 MONTAÑA ALTA;11;9;1;2;LIMPIO;CENTRAL;MONTAÑA ALTA;312,5 M2;312;2014
4036;4036;ESC. BAS. Nº 2381 INMACULADA CONCEPCION DE MARIA Y COLEGIO NACIONAL;11;9;2;1;LIMPIO;CENTRAL;AGUAPEY;12815 M2;12815;2014
4037;4037;LICEO NACIONAL SANTA TERESITA;11;9;3;1;LIMPIO;CENTRAL;ISLA ARANDA;1204,12 M2;1204;2014
4038;4038;ESC. BAS. Nº 863;11;9;4;1;LIMPIO;CENTRAL;COLONIA JUAN DE SALAZAR;4773,5050 M2;4773505;2014
4039;4039;ESC. BAS. Nº 2382 VIRGEN DEL ROSARIO;11;9;5;1;LIMPIO;CENTRAL;SALADO I;1620 M2;1620;2014
4040;4040;"ESC. BAS. Nº 2379 ""SAGRADO CORAZON DE JESUS""";11;9;6;1;LIMPIO;CENTRAL;COMPAÑIA MBAYUE;1728 M2;1728;2014
4041;4041;ESC. BAS. Nº 3476 PROF. ANTONIA A. DE CAMPUZANO;11;9;7;1;LIMPIO;CENTRAL;ISLA AVEIRO;3.750M2;3750;2014
4042;4042;COLEGIO NACIONAL SAN JOSE;11;9;8;1;LIMPIO;CENTRAL;LIMPIO;6480 M2;6480;2014
4043;4043;ESC. BAS. Nº 2380 LIMPIA CONCEPCION CUEVAS;11;9;9;1;LIMPIO;CENTRAL;SALADO;2000 M2;2000;2014
4044;4044;ESC. BAS. Nº 2380 LIMPIA CONCEPCION CUEVAS;11;9;9;2;LIMPIO;CENTRAL;SALADO;720 M2;720;2014
4045;4045;ESC. BAS. Nº 22 SAN JOSE;11;9;10;1;LIMPIO;CENTRAL;LIMPIO;11.248 M2;11248;2014
4046;4046;ESC. BAS. Nº 457 MAGNA D.M. DE MARTINEZ;11;9;11;1;LIMPIO;CENTRAL;RINCON DEL PEÑON;5080,155 M2;5080155;2014
4047;4047;ESC. BAS. Nº 5570 Y COLEGIO NACIONAL SAN JUAN BOSCO;11;9;12;1;LIMPIO;CENTRAL;AGUAPEY;5.450,1979M2;5450;2014
4048;4048;ACTUALMENTE PLAZA (EX COLEGIO NACIONAL SAN LUIS);11;9;13;1;LIMPIO;CENTRAL;MUNICIPIO;1687.5M2;16875;2014
4049;4049;ESC. BAS. Nº 4719 SAN SALVADOR;11;9;14;1;LIMPIO;CENTRAL;Bº SAN SALVADOR;5.081,63M2;5081;2014
4050;4050;COLEGIO NACIONAL RINCON DEL PEÑON Y ESCUELA NACIONAL DE COMERCIO;11;9;15;1;LIMPIO;CENTRAL;RINCON DEL PEñON;2.430M2;2430;2014
4051;4051;ESC. BAS. Nº 3015 REINA SOFIA;11;9;16;1;LIMPIO;CENTRAL;MBAYUE;7.260M2;7260;2014
4052;4052;ESC. BAS. Nº 4724 FRAY LUIS BOLAÑOS;11;9;17;1;LIMPIO;CENTRAL;PIQUETE CUE.;360,2160M2;360216;2014
4053;4053;COLEGIO NACIONAL MIGUEL MARIA PFANNL;11;9;18;1;LIMPIO;CENTRAL;PIQUETE-CUE;6286, 7209 M2;6286;2014
4054;4054;"ESC. BAS. Nº 4721 ""JOSE DEL R.PAVON""";11;9;19;1;LIMPIO;CENTRAL;COLONIA JUAN DE SALAZAR;1.734 M2;1734;2014
4055;4055;"ESC. BAS. Nº 648 ""PROF. SIMEON RIVEROS""";11;9;20;1;LIMPIO;CENTRAL;BIEN COMUN;2778M-8364CM2;2778;2014
4056;4056;"ESC. BAS. Nº 648 ""PROF. SIMEON RIVEROS""";11;9;20;2;LIMPIO;CENTRAL;ISLA ARANDA;5128M2-1696CM;5128;2014
4057;4057;ESC. BAS. Nº 3220 SAN ISIDRO LABRADOR Y COLEGIO NACIONAL SAN ISIDRO;11;9;21;1;LIMPIO;CENTRAL;VILLA MADRID;6413.68M2;641368;2014
4058;4058;ESC. BAS. Nº 4292 UNION EUROPEA;11;9;22;1;LIMPIO;CENTRAL;SALADO;18.000M2;18000;2014
4059;4059;ESC. BAS. Nº 6561 SAN ISIDRO LABRADOR;11;9;23;1;LIMPIO;CENTRAL;MONTAÑA ALTA;804M2.;804;2014
4060;4060;ESC. BAS. Nº 4723 SAN JUAN BAUTISTA;11;9;24;1;LIMPIO;CENTRAL;EL PEÑON - PASO CORREO;3600M2;3600;2014
4061;4061;ESC. BAS. Nº 6162 SAGRADA FAMILIA;11;9;25;1;LIMPIO;CENTRAL;MUNICIPIO-LAS MAGNOLIAS;1659.08M2;165908;2014
4062;4062;ESC. BAS. Nº 4720 DIVINO NIÑO JESUS;11;9;26;1;LIMPIO;CENTRAL;MUNICIPIO-HUGUITO III;1023.84M2;102384;2014
4063;4063;ESC. BAS. Nº 6107 SAN ROQUE GONZALEZ;11;9;27;1;LIMPIO;CENTRAL;MUNICIPIO;1873.612M2;1873612;2014
4064;4064;ESC. BAS. Nº 5633 SANTA ROSA;11;9;28;1;LIMPIO;CENTRAL;RINCON DEL PEÑON;7200M2;7200;2014
4065;4065;ESC. BAS. Nº 5631 PADRE EMIGDIO MONTIEL M.;11;9;29;1;LIMPIO;CENTRAL;COLONIA JUAN DE SALAZAR;1945,44M2;1945;2014
4066;4066;ESC. BAS. Nº 6562 SAN ROQUE GONZALEZ DE SANTA CRUZ;11;9;30;1;LIMPIO;CENTRAL;COLONIA JUAN DE SALAZAR;1650M2;1650;2014
4067;4067;ESC. BAS. Nº 1876 CAPITAN ROMUALDO NUÑEZ;11;9;31;1;LIMPIO;CENTRAL;URBANIZACION VILLA JARDIN;1126,7M2;1126;2014
